Country,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4
Italy,0.853302756,0.669738767,1.420229261,3.355200106,3.872557515,4.265738109,4.0426694,4.037367333,3.418835269,2.351983396,1.464158954,-0.070844377,-0.62094277,0.074083541,0.53161173,1.01869214,0.588611954,0.128794826,-0.150177382,0.327200178,1.100340292,1.460799109,1.499479863,0.848343562,0.380374157,0.757317166,1.491388124,1.358700189,1.754284961,1.759049676,1.456122486,2.550057485,2.255182981,1.699157458,1.471042961,-0.015639708,1.047268421,-0.002339856,-1.368930022,-3.527383811,-7.188815142,-6.615952262,-5.038755319,-2.319886589,0.821882286,1.890241429,1.848413603,2.131750043,2.160314888,1.516108936,0.591610427,-0.864314515,-2.403118143,-3.209315771,-3.277812613,-3.161266181,-2.892420867,-2.195690996,-1.456525907,-0.885724298,0.103113662,0.117493893,0.04088209,0.01632552,0.14673266,0.516210635,0.61123042,1.367830917,1.447965077,1.269876943,1.574257687,1.329137365,1.579297106,1.774321411,1.640538731,1.924991734,1.397700004,1.09085116,0.616064485,0.196775543,0.354635835,0.405901434,0.491825014,0.10527812
Japan,-0.73841182,0.01841057,0.404627068,-0.313240436,2.79147698,2.72557767,2.22902279,3.166011109,1.884655662,1.102331048,-0.006177812,-1.274034803,-1.632992068,-0.419761828,0.925276593,1.498658577,1.403517378,1.293144035,1.362163481,2.218641162,2.855174176,2.229144699,2.466232968,1.138865322,0.921913419,1.576884485,1.921338174,2.311991275,2.0010459,1.575819678,0.430485412,1.562331637,2.116789546,1.983625115,1.663223295,0.822256506,0.343089576,-0.152408517,-0.900926861,-3.762439416,-8.597868122,-6.326814478,-5.103682974,-1.404903082,4.43895977,3.6805049,5.501559035,3.219384474,0.908201989,-1.09080342,-0.427026176,0.237303265,2.890547536,2.805967134,-0.074731725,0.349249076,0.363218828,1.881744313,3.126283368,2.821152024,2.592616247,-0.151491262,-0.887657766,-0.362307591,0.015524783,2.080704352,1.925166572,1.034647857,0.177067172,0.195789578,0.476833866,1.153511472,1.823481988,2.018119768,2.375547249,2.555012504,0.914619876,0.979585853,-0.410132019,-0.30927409,0.83023793,0.869366402,1.745108588,-0.665013963
"Korea, Rep.",6.583397539,12.16131075,13.30116523,13.73250618,12.47460504,9.187473677,9.159237157,5.752766405,5.057922525,5.023056985,3.587655198,5.756611965,7.134576542,7.677398844,8.390946792,7.68238505,4.318227912,2.30354585,2.214156235,3.773317382,5.772676581,6.744794051,5.145618814,3.218131462,2.806402673,3.95274556,5.091342447,5.356856008,6.180250599,4.975060286,5.08739741,4.844851011,4.880914676,5.921792787,5.463010624,6.904624178,5.567555979,4.315216973,3.946152422,-1.589977756,-1.896186505,-1.106362311,1.028926786,5.239425329,7.204676456,7.804557338,5.881250359,6.377779149,5.307370682,3.851242513,3.205589616,2.44390986,2.386442244,2.460569106,2.365239164,2.398036152,2.403330714,3.02743644,3.463155446,3.753845347,3.827576261,3.492772595,2.928083012,2.581210307,2.483327314,2.033215893,3.214977299,3.495710503,2.90964389,3.647154194,2.599651718,2.64274291,3.185969735,2.74204146,3.786877739,2.924038843,3.178809226,3.100693395,2.198493084,3.160310341,1.725215504,2.12823508,1.923495838,2.374366485
Latvia,-0.581956425,-1.372436219,2.757707637,8.727131046,6.306997107,7.892069178,7.09135312,2.147117821,3.91027264,9.11096567,3.430878713,8.115136593,5.718757743,4.765049847,8.693973413,9.237569239,10.2640654,8.15067571,9.599934039,6.67726841,9.821652016,8.410919595,6.780563111,8.09901762,6.897680825,8.096725125,12.76369731,14.21152837,10.73816302,13.3903919,11.70327131,12.55443577,15.22835223,12.07464551,10.50594376,4.548855921,4.57818608,-1.093307938,-6.8025212,-7.998873331,-13.05177826,-14.97398446,-15.74570067,-13.41226065,-10.77825851,-5.985795969,-1.366916374,-0.425796386,2.099456555,6.310045184,8.690675534,7.701245564,8.037014852,4.056591103,3.146174617,3.108406744,1.751771389,2.173023718,2.479017482,3.068188405,1.390934644,1.845396346,0.967708094,0.685656556,3.219585604,4.079732343,4.44792173,3.723683427,3.736440384,1.629830166,1.037040147,2.384106946,2.051533148,3.611941131,3.958298437,3.285611552,2.974996686,3.894462553,4.775925728,5.150591125,3.572306294,2.444780845,1.538465828,0.750228438
Lithuania,0.679868601,-0.353175867,-2.49126902,-2.333188857,1.491947905,2.126653485,4.963841207,6.361413066,6.617611818,5.91782427,6.442684103,7.327597802,4.916749956,7.817222353,7.545165192,6.63892101,11.17684681,9.401954887,10.55537542,10.85407115,7.228824787,7.626199995,5.349788685,5.895898548,7.165188325,6.883026771,9.057588813,8.570148832,7.166859243,7.906943677,6.886745493,7.804628072,10.64242641,10.91542527,11.95606454,10.86043354,6.585479065,4.632293064,0.632081125,-1.856479311,-14.05478548,-15.75175149,-14.33738537,-14.59224317,-1.235070768,1.343872467,1.37361927,4.915146302,6.104491322,6.275262589,6.720973164,5.383491755,3.960376346,3.158224434,4.383377986,3.714949749,3.78270121,4.236259346,2.877383702,3.711943344,4.233511841,3.772739048,3.399634554,2.512984298,2.006192528,2.092910551,2.133541964,2.089523143,1.984697809,1.70390587,2.540752233,3.372699036,4.000818859,4.666719032,4.512390534,4.288958485,3.957027637,4.065888256,3.912960683,4.039537738,4.884058468,4.43013214,4.142143101,3.852987715
Mexico,2.454961318,2.291833135,2.655336321,3.560827375,4.448440402,5.405330942,5.367402937,3.592293351,1.716598293,-0.375580665,-1.119353136,-0.925248767,-1.648883278,-0.2144278,0.450745674,1.237756691,2.129109438,1.472872549,0.769366117,1.507785903,2.65621858,4.056496174,3.921725688,4.104984285,2.877188548,1.547556127,2.634006753,2.992404428,4.628950208,5.363565017,4.712850882,3.299669654,2.245412429,2.014490944,2.336732766,2.526141664,1.612473464,1.578277423,1.25700389,-0.752853757,-5.629875637,-7.743735677,-5.038823602,-1.831485463,4.540727933,7.276846011,4.85184512,3.920830785,3.623915353,3.034946061,4.065899322,3.951456152,3.799001345,4.156835728,2.816649906,2.96075692,2.604650752,1.101166357,1.454367417,1.194139007,1.620606855,3.520486614,2.885252884,3.397545766,3.258497012,3.193935194,4.069114535,2.721564752,2.748284487,1.970306951,1.739343528,3.107595537,3.053477675,2.953182659,1.579452697,1.787051007,2.563269015,2.196420189,2.804493572,1.19785309,0.078827374,-0.020802016,-0.459573257,-0.788182288
Netherlands,4.213417,4.624423196,5.167646605,5.68013208,4.59487388,4.598909197,4.029299506,3.919383057,3.38834738,2.763484672,2.099586695,1.114656474,0.388732564,0.231510245,0.212975648,0.04030029,0.671931395,-0.023899152,-0.09033127,0.29448898,1.184842103,2.01959156,2.081437618,1.75917512,1.171867896,1.400109726,2.608579641,3.030957069,3.340163969,4.154503031,3.389040594,3.588306691,4.125437165,3.114534741,3.646875004,4.190193102,3.347400249,3.327802565,2.061055447,0.034028853,-3.875672184,-4.344447484,-3.843695088,-2.621880371,0.817196805,1.257004827,1.298216437,1.827216603,2.6087915,2.069049495,1.621153794,-0.116749799,-0.900005599,-0.758723129,-1.183963074,-1.282109979,-0.75289587,-0.985741421,0.039101779,1.384991695,0.962425739,1.738025193,1.380890485,1.643447921,2.345675557,2.065591143,2.160347126,1.269539424,1.592631527,1.514803738,2.303478563,3.148929191,2.730976118,3.395460032,2.992017231,2.940091622,2.88848503,2.60579434,2.089598289,1.699209893,1.749510416,1.500378237,1.611571787,1.659041488
New Zealand,2.853937398,3.208196276,5.895843721,6.159550097,6.450053571,5.611796513,3.171043187,2.103001648,0.979166129,2.366205843,2.751601969,4.073860065,4.648016336,4.561275515,4.925269498,4.780006252,4.453001713,3.524275999,4.523685234,4.465255037,5.639935561,6.130490057,4.201631565,3.255228599,2.671492814,3.433675687,3.624919348,2.872235055,3.376600624,2.226672738,2.424306009,3.642888625,3.094676653,3.44892197,3.616976962,3.052136704,1.70063725,0.360630132,-0.663820359,-1.722950496,-2.477521715,-2.107037937,-1.306329453,0.723050544,1.944574126,2.888660181,2.038421382,0.301277209,1.007813272,0.879806723,2.135100181,3.058620739,3.059973219,2.627890092,1.72884188,2.737310907,1.8540097,2.429984,3.075596463,1.824350177,3.254991052,2.850106836,3.363556741,4.692712107,3.52195174,3.868298311,3.582761465,3.065958541,4.002175854,4.18774891,4.157714189,3.457619997,2.996666158,3.08781067,2.89062651,3.275749566,3.215493079,3.195262918,2.955326621,3.284360599,3.012248221,2.09087991,2.319036866,1.787160309
Norway,0.549046816,-0.53229307,3.36560444,4.60880155,5.392897916,3.823581969,2.720594221,1.022995118,0.71615523,2.010553253,2.273529271,3.122057377,0.881700287,3.160853195,0.394158386,0.652961008,1.722653264,-0.82234742,2.086109351,0.978487671,4.530920451,5.247382818,2.590690575,3.56557155,1.652441821,1.975474592,4.022687233,3.242329983,2.236493581,1.83032435,2.028870433,3.66305496,3.081308592,2.951060521,3.212848775,2.460601429,1.097407798,1.1493647,-0.314672976,-1.078638931,-0.647405989,-1.570362537,-1.326587914,-1.582413453,1.173461943,0.986304342,-1.583161807,1.125860615,-0.71681051,-0.064957982,4.129225306,1.33805754,3.439944953,4.114205872,0.97817984,1.750828784,-0.259800733,0.224409788,2.695985514,1.683099367,2.058871116,2.075741003,1.509140696,2.932525278,2.136295482,1.924453777,2.687144937,0.556039439,1.726560741,0.519998491,-1.50080498,1.726942369,1.499134599,2.937472739,4.592660401,1.95791867,1.731286284,1.191554215,1.147502982,1.373130472,0.852434237,0.800774435,0.06126307,1.717922665
Poland,1.381235379,4.012308122,5.424237395,7.256603273,6.264863838,5.10515079,3.228098658,4.218782808,3.165388685,1.475625753,1.875571665,-0.733755125,0.835759755,2.210845516,2.666950959,2.460793852,2.601919702,3.814292333,3.692228873,3.884632555,6.615242636,5.270851128,3.587066852,4.392936228,2.481871976,1.80890608,4.301802568,5.106023568,5.52340072,7.791329653,7.493596631,3.970226158,7.131859817,5.917075191,5.965118899,9.022597671,6.237086449,5.295236404,3.189569821,2.233841953,1.893807341,1.693638886,2.627207314,4.663012085,2.600974807,4.11871942,4.885212185,3.431501615,5.041956569,4.844405294,4.813204693,4.455940736,3.361919048,1.750241804,0.89660893,-0.267633979,-0.263532364,1.059238518,1.379547057,2.187486426,3.167664829,3.229402511,3.310938671,3.705216416,4.106666579,3.744038394,4.187020977,4.789295806,3.025053037,3.562394146,2.527067348,3.575195551,4.877771924,4.433708505,5.340491183,4.763823574,5.129345198,5.596140416,5.861650523,4.880922558,5.271546065,4.656143289,4.42054868,3.888351171
Portugal,4.809349106,3.76305499,3.631586651,3.447603511,4.36261334,3.271881856,3.767341175,3.865423683,1.28655306,2.809783105,1.473782928,2.209251062,2.712151949,1.255985013,0.649396005,-1.48022333,-1.551766468,-1.97190001,-0.651382451,0.473932977,1.274706115,2.767450994,1.903675089,1.219915938,1.085613464,0.881126993,0.365490739,0.79709233,0.845485679,1.444794216,1.810916905,2.39958247,2.638146476,2.10749605,2.433312185,2.846505813,1.783361064,0.835148152,0.544806431,-1.851532345,-4.328946865,-3.769342325,-2.840185393,-1.521659332,1.852117731,2.323261872,1.513466221,1.268103738,-0.222233209,-1.196017007,-2.049629081,-3.310166708,-3.19826619,-4.091744129,-4.428694766,-4.527642954,-3.604207477,-1.546055897,-0.560105728,2.143056093,1.066874721,0.639918033,0.875727424,0.590349244,1.892981477,1.857357964,1.876774457,1.543573076,1.363934383,1.365877713,2.439463797,2.901011108,3.622097634,3.834597164,3.342896141,3.23382067,2.796210245,3.125280172,2.948668993,2.531043874,2.454530684,2.165877251,2.037741669,2.28809548
Romania,-2.406149269,-1.473918917,0.557610444,1.183665417,2.700230693,4.450696759,1.7246077,1.463273193,3.125494775,2.638513415,6.338538153,6.488534574,6.05050161,6.18828239,4.606156157,5.589306288,1.525968151,1.834796664,3.653316211,2.082319999,8.600214783,9.090029765,10.44632294,11.88148988,7.382043633,4.962478136,3.454883967,4.421841788,5.672439091,9.886919961,8.588596729,7.363234532,7.571895035,6.173301093,6.343873518,8.420515874,11.463281,10.95174938,10.11518762,4.766609429,-3.98261714,-6.223748843,-6.242634911,-4.665736693,-3.434207014,-3.028347662,-4.57244093,-3.394822753,0.655714244,0.673903683,4.004249137,1.723038069,1.707451845,3.334326946,0.743288607,2.421948364,2.249397143,2.517488218,4.333022756,5.061558219,4.526288642,3.121501844,3.798276896,3.338324382,3.27825968,2.733684498,2.869508663,3.186809691,4.096699729,5.660529879,4.036913132,4.958126394,6.376172029,6.49638786,8.648650122,7.028717308,4.641569561,5.454326208,4.075536248,3.976806329,5.355758913,3.578145262,3.396353734,4.411404768
Slovak Republic,3.088812492,1.329024241,1.508954042,-5.951804541,-1.687975068,0.972172913,2.209884919,3.249791498,2.869841969,2.956546379,2.777560939,4.397064321,3.984401005,3.933843257,5.811644444,4.302243086,5.825886611,6.330927495,4.427236073,5.441187437,4.949583242,4.11266474,6.082185776,5.94908335,5.883356212,7.357439659,6.660238977,6.588298383,7.788753345,8.043628573,8.337336792,9.751723691,9.472089021,9.634534457,10.12565936,13.93082672,8.477572681,7.166823036,6.144047887,0.975713317,-5.970251789,-5.650562964,-5.424973328,-4.799983404,6.869485216,6.35748589,5.764881832,4.556551508,3.299788209,2.964609949,2.458009293,2.678506073,2.74392236,2.230178229,1.810167003,0.825410606,0.316228286,0.362944219,0.659973104,1.325578557,1.993641528,2.408343955,2.85311155,3.301452452,4.410855255,4.883384974,5.121809853,4.837480767,3.207758784,2.294530321,1.582105702,1.477463099,2.194089222,2.878775314,3.286810612,3.802016967,3.771038789,3.923625593,4.046254768,3.339784699,3.144116334,2.3778757,1.81383431,1.951082674
Slovenia,4.033763611,7.688900663,4.02741566,5.051542897,4.437071218,1.618038026,5.546758762,4.478832786,4.617304344,3.455650402,2.839195118,3.099413061,3.242612965,2.821721442,3.393275673,4.137276489,2.708727749,3.043569036,3.320827975,2.242273447,3.320323199,4.353341952,3.88800847,3.632244534,3.590346414,4.066651092,3.955521666,5.404127706,5.146804749,5.620766729,6.492054994,6.936271483,8.133976276,7.209648794,7.557341626,5.460681852,5.200175399,5.559326867,2.904608501,-1.141771454,-6.994005201,-9.472145936,-8.760712876,-5.349812839,-1.102150857,1.752783702,1.782940631,2.454047882,3.234455746,0.934105991,0.486981526,0.021423445,-1.254425109,-2.495606999,-2.135935931,-4.150631393,-3.350468719,-1.336532636,-1.517044892,2.45052567,2.319078589,2.900657419,3.513719953,1.667687379,2.083598896,1.909501487,1.916089271,1.920166503,2.589036604,3.100232475,3.413676788,4.090377087,4.683468303,4.850342249,4.728617063,6.13010092,4.577194264,4.536906485,5.021230549,3.889648031,4.569775095,3.171221445,2.744186689,2.092196677
South Africa,0.938259323,1.597895323,2.933054787,3.964503983,4.175940472,4.304363536,4.199398278,3.942878535,3.454202842,3.023457274,2.284059102,2.201030327,2.859210589,3.586949054,4.160024166,4.055780313,3.67341986,2.933228493,2.649806552,2.556822726,3.154828436,4.08803913,5.219000616,5.73266821,5.214767667,5.626869192,5.344713727,4.929607208,5.69847358,5.309838511,5.328031153,6.074190038,5.935518462,5.307978336,5.090672356,5.125995996,3.880935678,4.294481353,3.332732691,1.309037807,-0.684149281,-2.218755704,-2.22565437,-1.010149867,1.698764362,2.745193207,3.647098693,4.062058673,3.868576278,3.757888774,2.923097287,2.60986584,2.050446814,2.377933667,2.378758573,2.046623569,2.060813323,2.225155363,2.388260374,3.257431619,2.430536841,1.603503908,1.783923922,1.581052687,2.412507609,1.559090473,0.905657296,-0.075539635,-0.742855509,0.635062484,0.869787834,0.840654607,1.023725407,0.965744089,1.438273864,2.225056083,1.592099757,0.722503255,0.679202461,0.170416213,0.048510243,0.998119164,0.136603775,-0.565557139
Spain,4.235197998,4.29500515,4.69249431,4.729579291,5.352987572,5.421931736,5.161589328,5.053621203,4.497433227,3.967871265,3.816464409,3.468590213,2.81718344,2.894575266,2.572877781,2.642993741,3.159366222,2.85865151,2.90257618,3.008540784,2.674117613,3.139803256,3.427716114,3.242952159,3.625992408,3.528592933,3.55585132,3.894805996,4.068499687,4.158393396,4.119341277,4.065349107,3.82836033,3.75333511,3.586420235,3.259496584,2.544256265,1.74439843,0.78426446,-1.475769982,-4.24945107,-4.364255549,-3.985540796,-2.430336859,0.15163904,0.31260338,0.05007437,0.137639866,0.009648641,-0.456512717,-1.051035465,-1.758701814,-2.527328994,-3.157385348,-3.022491654,-3.133862306,-2.530045721,-1.670138916,-1.220482784,-0.295494008,0.391740256,0.945221705,1.74793584,2.450614801,3.246965453,3.873276253,4.048558095,4.162744164,3.678792401,3.008578363,2.985140797,2.470572308,2.588779171,3.257293623,2.940226867,3.105170881,2.855401882,2.292299766,2.326189232,2.253545516,2.225727787,2.080913368,1.820349085,1.679243494
Sweden,4.311358884,3.438544878,3.700930706,4.549309636,4.051184325,5.954079909,5.877591604,3.738462275,3.421217025,0.945585128,0.461291617,1.662508326,1.076305732,2.720364365,2.866135075,2.197611661,3.412838479,1.4394268,2.244456216,2.716040386,3.272046068,4.3429766,3.688270158,3.864734835,2.62058795,2.657866378,3.149377361,2.992071022,4.140075935,5.211794152,5.151930212,5.037529392,4.595337197,3.410752805,3.000030778,3.294139236,1.761358813,1.004910502,-0.228832511,-4.915389736,-5.368579832,-5.350117337,-5.043349893,-1.043179704,3.231621678,5.218388074,6.486757069,7.896935325,5.147865044,3.524400811,3.62079838,0.811064573,0.215744191,0.203478238,-1.123266047,-0.376279111,0.635592234,0.3933862,1.085575949,2.423483367,1.878997695,2.880693516,3.123596024,3.115191003,3.826427005,3.949316608,4.620811319,4.487225541,3.142756381,2.055371926,1.083295496,1.171611054,1.662090756,2.93288667,3.685892556,2.984549914,2.885432297,2.478587011,0.927611242,1.932607631,1.724529526,0.992260066,1.738826076,0.720868335
Switzerland,0.991291033,0.657381178,1.137093001,3.922385215,4.518297296,4.257944241,4.469083537,3.09057267,2.334606151,2.457920236,1.507644815,0.294872833,0.194154161,-0.180327,0.225809288,-0.113464721,-0.785067339,-0.894557155,-0.154583357,1.531738578,2.873921094,3.555655533,2.577896964,1.519844902,1.750151351,2.187750757,3.327059645,4.140336926,4.455917701,4.128599516,3.815084883,4.185396799,3.620144697,4.226207149,4.315323256,4.074961901,4.392776759,3.796843274,3.237641482,-0.7293978,-3.119719433,-3.372188631,-2.651287476,1.006872804,3.334514365,3.565974663,2.99311846,2.910306557,2.847281883,2.479903061,1.501052138,0.858730305,1.238007893,0.718412704,1.805898417,1.59257347,1.004704947,1.937713335,2.012259068,2.451925543,2.652755874,2.432828431,2.207656101,2.408202837,1.595255838,1.637591021,1.719228382,1.590250188,2.21441479,1.977054585,1.913830657,1.83891497,1.572808781,1.385731938,1.457706077,2.187118407,3.145129531,3.876634994,3.025126771,2.114527776,1.162205659,0.559524748,1.255889974,1.478808324
Turkey,-4.090021275,-3.864923672,-4.137498025,-1.017626507,2.265206291,6.849094604,10.30076839,8.639856942,1.473860968,-7.06006791,-7.277589154,-10.12912614,-1.695970785,7.767540922,7.889603215,12.07772573,8.088298775,3.964297877,5.487093424,6.405673062,9.24505679,11.41389542,9.546928334,8.057711694,10.00915643,7.959938306,8.263382384,10.05776995,6.412512747,9.192999221,6.861392983,5.777239084,6.486233951,3.369974427,4.765524045,5.968187251,6.263136295,2.460997175,0.012943583,-5.762221898,-12.93390844,-6.113517389,-2.085237668,2.428114659,8.25769382,8.042974126,8.438593135,9.577551982,12.37878638,11.23874656,11.11767102,9.320906415,5.960009344,4.907950841,3.994314266,4.24628335,8.263883862,9.54976744,9.228090256,7.713279186,7.683130316,2.914726553,3.921101733,5.117751062,4.08566093,7.414384034,6.306599319,6.117065331,4.524423533,4.428795264,0.03215391,4.326189325,5.373309812,6.255758034,11.05109139,7.233754818,7.363445147,5.503513698,2.27502318,-2.61596129,-2.431293769,-0.91636595,1.090248314,6.297175046
United Kingdom,3.225576211,2.453897623,3.47995884,4.007211911,4.231356342,4.680340446,3.215728648,1.953930752,2.317719429,2.486863195,2.97545446,3.135697762,2.347258622,2.060536774,1.952430532,2.3559742,2.715661958,3.147813648,3.633784295,3.778571685,3.373499692,2.815517549,1.839990332,1.154562641,1.604168866,2.421091617,3.315905621,4.469474676,4.125178131,3.194001732,2.211737472,1.299994552,1.781767626,2.079795806,2.765303609,2.810766395,2.397107021,1.253178505,-1.085525624,-3.615798878,-5.749360593,-5.398946078,-3.778530852,-1.417699207,0.918974776,2.152262209,2.770468079,2.454062029,2.168652556,1.213820883,0.818688808,0.916847557,1.250401525,1.015041616,1.903646933,1.54997487,1.384914416,2.350491619,2.063117716,2.941275161,3.185934491,3.029318455,2.651067808,2.593412772,2.36237665,2.459781982,2.279400309,2.351322209,2.003104793,1.705368608,1.622629719,1.562578818,1.863663119,1.701638801,1.821172645,1.576552483,1.144880731,1.235354098,1.409817007,1.219587879,1.707185062,1.301344217,1.02879816,1.011292738
United States,4.824066557,4.661367513,4.720387204,4.806649304,4.199578289,5.297737508,4.0753302,2.9734827,2.309709576,1.057242386,0.503588481,0.153485847,1.318279412,1.339610634,2.214366048,2.094540722,1.770926062,2.028401223,3.301806934,4.326363416,4.304555592,4.203019254,3.431594529,3.281794503,3.870679348,3.56089313,3.505499902,3.126111406,3.353894859,3.119473049,2.366502285,2.590704457,1.482292622,1.825690295,2.220813176,1.973477524,1.149236626,1.092427618,0.001876587,-2.753082785,-3.289071552,-3.924447135,-3.049779946,0.182874156,1.710253538,2.796066662,3.178207547,2.569454999,1.930627315,1.721503063,0.949038497,1.609345661,2.651756656,2.361508581,2.528124546,1.468566787,1.571947605,1.261654639,1.917418069,2.614122745,1.425724918,2.672012378,3.117728169,2.876854883,4.147746763,3.452013556,2.574766685,2.164283833,1.776935206,1.408254507,1.591940213,2.067578612,2.066823049,2.18386103,2.371306008,2.70333498,3.077125212,3.325187055,3.116300139,2.475517761,2.265801706,1.963163295,2.076480527,2.338884878
